Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL100100,P08253,,ZRDGYJAMDSHROJ-RPBOFIJWSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,10522712,IC50,=,20,NM,,,,,,,,,,,,,,Inhibition of Gel-A MMP-2,,The synthesis and biological evaluation of non-peptidic matrix metalloproteinase inhibitors.,Bioorg. Med. Chem. Lett.,1999,9,19,"Martin FM, Beckett RP, Bellamy CL, Courtney PF, Davies SJ, Drummond AH, Dodd R, Pratt LM, Patel SR, Ricketts ML, Todd RS, Tuffnell AR, Ward JW, Whittaker M",,101909,DTCT0025094,1453246,DTCC00264536,982314,3373
CHEMBL100100,P08253,,ZRDGYJAMDSHROJ-RPBOFIJWSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,17275314,IC50,=,19.95,NM,,,,,,,,,,,,,,Inhibition of MMP2,,Matrix metalloproteinases (MMPs): chemical-biological functions and (Q)SARs.,Bioorg. Med. Chem.,2007,15,6,"Verma RP, Hansch C",,458931,DTCT0025094,2258334,DTCC00264536,972938,24803
CHEMBL100273,P08253,,CVJMAXDBGIRLPL-MNOVXSKESA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,10522712,IC50,=,2000,NM,,,,,,,,,,,,,,Inhibition of Gel-A MMP-2,,The synthesis and biological evaluation of non-peptidic matrix metalloproteinase inhibitors.,Bioorg. Med. Chem. Lett.,1999,9,19,"Martin FM, Beckett RP, Bellamy CL, Courtney PF, Davies SJ, Drummond AH, Dodd R, Pratt LM, Patel SR, Ricketts ML, Todd RS, Tuffnell AR, Ward JW, Whittaker M",,101909,DTCT0025094,1478676,DTCC00264430,885728,3373
CHEMBL100273,P08253,,CVJMAXDBGIRLPL-MNOVXSKESA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,17275314,IC50,=,1995.26,NM,,,,,,,,,,,,,,Inhibition of MMP2,,Matrix metalloproteinases (MMPs): chemical-biological functions and (Q)SARs.,Bioorg. Med. Chem.,2007,15,6,"Verma RP, Hansch C",,458931,DTCT0025094,2258338,DTCC00264430,876665,24803
CHEMBL100570,P08253,,RNCWXNOSFWYLTA-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,15163180,KI,=,3.8,NM,,,,,,,,,,,,,,Inhibition of recombinant human Matrix metalloprotease-2,,Sultam hydroxamates as novel matrix metalloproteinase inhibitors.,J. Med. Chem.,2004,47,12,"Cherney RJ, Mo R, Meyer DT, Hardman KD, Liu RQ, Covington MB, Qian M, Wasserman ZR, Christ DD, Trzaskos JM, Newton RC, Decicco CP",,104406,DTCT0025094,674929,DTCC00106694,970630,18131
CHEMBL100570,P08253,,RNCWXNOSFWYLTA-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,16289878,KI,=,3.8,NM,,,,,,,,,,,,,,Binding affinity to MMP2,,Conversion of potent MMP inhibitors into selective TACE inhibitors.,Bioorg. Med. Chem. Lett.,2006,16,4,"Cherney RJ, King BW, Gilmore JL, Liu RQ, Covington MB, Duan JJ, Decicco CP",,334535,DTCT0025094,469043,DTCC00106694,984001,20373
CHEMBL100570,P08253,,RNCWXNOSFWYLTA-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,19095454,KI,=,3.8,NM,,,,,,,,,,,,,,Inhibition of MMP2,,Current perspective of TACE inhibitors: a review.,Bioorg. Med. Chem.,2009,17,2,"DasGupta S, Murumkar PR, Giridhar R, Yadav MR",,495049,DTCT0025094,2594688,DTCC00106694,985007,32093
CHEMBL100584,P08253,,IFHBUYGFCSEHIF-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11212095,IC50,=,25,NM,,,,,,,,,,,,,,Inhibition of Matrix metalloprotease-2,,General synthesis of alpha-substituted 3-bisaryloxy propionic acid derivatives as specific MMP inhibitors.,Bioorg. Med. Chem. Lett.,2001,11,3,"Chollet AM, Le Diguarher T, Murray L, Bertrand M, Tucker GC, Sabatini M, Pierré A, Atassi G, Bonnet J, Casara P",,104377,DTCT0025094,628942,DTCC00269547,161928,4635
CHEMBL100754,P08253,,CMALBPMZEURNBK-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,15163180,KI,=,28.5,NM,,,,,,,,,,,,,,Inhibition of recombinant human Matrix metalloprotease-2,,Sultam hydroxamates as novel matrix metalloproteinase inhibitors.,J. Med. Chem.,2004,47,12,"Cherney RJ, Mo R, Meyer DT, Hardman KD, Liu RQ, Covington MB, Qian M, Wasserman ZR, Christ DD, Trzaskos JM, Newton RC, Decicco CP",,104406,DTCT0025094,693863,DTCC00269176,1326745,18131
CHEMBL100805,P08253,,XYVVUCAHUUIYFV-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11212095,IC50,=,24,NM,,,,,,,,,,,,,,Inhibition of Matrix metalloprotease-2,,General synthesis of alpha-substituted 3-bisaryloxy propionic acid derivatives as specific MMP inhibitors.,Bioorg. Med. Chem. Lett.,2001,11,3,"Chollet AM, Le Diguarher T, Murray L, Bertrand M, Tucker GC, Sabatini M, Pierré A, Atassi G, Bonnet J, Casara P",,104377,DTCT0025094,637871,DTCC00269559,582958,4635
CHEMBL101121,P08253,,VVZTYGQJDUUATC-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11212095,IC50,=,3,NM,,,,,,,,,,,,,,Inhibition of Matrix metalloprotease-2,,General synthesis of alpha-substituted 3-bisaryloxy propionic acid derivatives as specific MMP inhibitors.,Bioorg. Med. Chem. Lett.,2001,11,3,"Chollet AM, Le Diguarher T, Murray L, Bertrand M, Tucker GC, Sabatini M, Pierré A, Atassi G, Bonnet J, Casara P",,104377,DTCT0025094,619915,DTCC00269629,2001205,4635
CHEMBL101789,P08253,,XBJDUGZISLIDRA-QGZVFWFLSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,15163180,KI,<,3.3,NM,,,,,,,,,,,,,,Inhibition of recombinant human Matrix metalloprotease-2,,Sultam hydroxamates as novel matrix metalloproteinase inhibitors.,J. Med. Chem.,2004,47,12,"Cherney RJ, Mo R, Meyer DT, Hardman KD, Liu RQ, Covington MB, Qian M, Wasserman ZR, Christ DD, Trzaskos JM, Newton RC, Decicco CP",,104406,DTCT0025094,678776,DTCC00269210,1968643,18131
CHEMBL10180,P08253,,MOVLHCHTKCWLQE-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11297453,IC50,=,19,NM,,,,,,,,,,,,,,Inhibitory activity against matrix metalloprotease-2 (MMP-2) in quenched fluorescence assay at pH 7.4,,Development of new carboxylic acid-based MMP inhibitors derived from functionalized propargylglycines.,J. Med. Chem.,2001,44,7,"Natchus MG, Bookland RG, Laufersweiler MJ, Pikul S, Almstead NG, De B, Janusz MJ, Hsieh LC, Gu F, Pokross ME, Patel VS, Garver SM, Peng SX, Branch TM, King SL, Baker TR, Foltz DJ, Mieling GE",,104376,DTCT0025094,939250,DTCC00138525,1016783,16645
CHEMBL10193,P08253,,QIKCPSHYSFYKBM-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11297453,IC50,=,2770,NM,,,,,,,,,,,,,,Inhibitory activity against matrix metalloprotease-2 (MMP-2) in quenched fluorescence assay at pH 7.4,,Development of new carboxylic acid-based MMP inhibitors derived from functionalized propargylglycines.,J. Med. Chem.,2001,44,7,"Natchus MG, Bookland RG, Laufersweiler MJ, Pikul S, Almstead NG, De B, Janusz MJ, Hsieh LC, Gu F, Pokross ME, Patel VS, Garver SM, Peng SX, Branch TM, King SL, Baker TR, Foltz DJ, Mieling GE",,104376,DTCT0025094,956223,DTCC00138519,272574,16645
CHEMBL102415,P08253,,RNMJVOBQCWORLK-GFOWMXPYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11543676,IC50,=,1.64,NM,,,,,,,,,,,,,,Inhibition of matrix metalloprotease-2,,Design and synthesis of matrix metalloproteinase inhibitors guided by molecular modeling. Picking the S(1) pocket using conformationally constrained inhibitors.,J. Med. Chem.,2001,44,19,"Hanessian S, MacKay DB, Moitessier N",,104375,DTCT0025094,1202332,DTCC00273885,226190,16385
CHEMBL102438,P08253,,BSGLIFPGYIIUAJ-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11543675,IC50,=,0.7,NM,,,,,,,,,,,,,,In vitro inhibition of human matrix metalloprotease-2,,"N-Aryl sulfonyl homocysteine hydroxamate inhibitors of matrix metalloproteinases: further probing of the S(1), S(1)', and S(2)' pockets.",J. Med. Chem.,2001,44,19,"Hanessian S, Moitessier N, Gauchet C, Viau M",,104365,DTCT0025094,1389494,DTCC00273957,885822,16392
CHEMBL102441,P08253,,AGLYKFTUNLOGBT-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11543675,IC50,=,1810,NM,,,,,,,,,,,,,,In vitro inhibition of human matrix metalloprotease-2,,"N-Aryl sulfonyl homocysteine hydroxamate inhibitors of matrix metalloproteinases: further probing of the S(1), S(1)', and S(2)' pockets.",J. Med. Chem.,2001,44,19,"Hanessian S, Moitessier N, Gauchet C, Viau M",,104365,DTCT0025094,1379266,DTCC00273131,465265,16392
CHEMBL102459,P08253,,YMFBAKCSKQKFMX-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11212095,IC50,=,6,NM,,,,,,,,,,,,,,Inhibition of Matrix metalloprotease-2,,General synthesis of alpha-substituted 3-bisaryloxy propionic acid derivatives as specific MMP inhibitors.,Bioorg. Med. Chem. Lett.,2001,11,3,"Chollet AM, Le Diguarher T, Murray L, Bertrand M, Tucker GC, Sabatini M, Pierré A, Atassi G, Bonnet J, Casara P",,104377,DTCT0025094,650231,DTCC00269592,1326752,4635
CHEMBL102504,P08253,,MEVLEABHOAUFQW-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11543675,IC50,=,30,NM,,,,,,,,,,,,,,In vitro inhibition of human matrix metalloprotease-2,,"N-Aryl sulfonyl homocysteine hydroxamate inhibitors of matrix metalloproteinases: further probing of the S(1), S(1)', and S(2)' pockets.",J. Med. Chem.,2001,44,19,"Hanessian S, Moitessier N, Gauchet C, Viau M",,104365,DTCT0025094,1371785,DTCC00273508,1661708,16392
CHEMBL10257,P08253,,ZOSFRKHRZHSICA-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11297453,IC50,=,9,NM,,,,,,,,,,,,,,Inhibitory activity against matrix metalloprotease-2 (MMP-2) in quenched fluorescence assay at pH 7.4,,Development of new carboxylic acid-based MMP inhibitors derived from functionalized propargylglycines.,J. Med. Chem.,2001,44,7,"Natchus MG, Bookland RG, Laufersweiler MJ, Pikul S, Almstead NG, De B, Janusz MJ, Hsieh LC, Gu F, Pokross ME, Patel VS, Garver SM, Peng SX, Branch TM, King SL, Baker TR, Foltz DJ, Mieling GE",,104376,DTCT0025094,969085,DTCC00138526,110709,16645
CHEMBL10266,P08253,,DPDQSBRVGYFIHD-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11297453,IC50,=,33,NM,,,,,,,,,,,,,,Inhibitory activity against matrix metalloprotease-2 (MMP-2) in quenched fluorescence assay at pH 7.4,,Development of new carboxylic acid-based MMP inhibitors derived from functionalized propargylglycines.,J. Med. Chem.,2001,44,7,"Natchus MG, Bookland RG, Laufersweiler MJ, Pikul S, Almstead NG, De B, Janusz MJ, Hsieh LC, Gu F, Pokross ME, Patel VS, Garver SM, Peng SX, Branch TM, King SL, Baker TR, Foltz DJ, Mieling GE",,104376,DTCT0025094,956060,DTCC00138497,919742,16645
CHEMBL102698,P08253,,WYWVSRVZNIIISU-BPGUCPLFSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11543676,IC50,=,15.4,NM,,,,,,,,,,,,,,Inhibition of matrix metalloprotease-2,,Design and synthesis of matrix metalloproteinase inhibitors guided by molecular modeling. Picking the S(1) pocket using conformationally constrained inhibitors.,J. Med. Chem.,2001,44,19,"Hanessian S, MacKay DB, Moitessier N",,104375,DTCT0025094,1194613,DTCC00273956,97110,16385
CHEMBL102785,P08253,,PECNGMJVFOGIBW-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11543675,IC50,=,1,NM,,,,,,,,,,,,,,In vitro inhibition of human matrix metalloprotease-2,,"N-Aryl sulfonyl homocysteine hydroxamate inhibitors of matrix metalloproteinases: further probing of the S(1), S(1)', and S(2)' pockets.",J. Med. Chem.,2001,44,19,"Hanessian S, Moitessier N, Gauchet C, Viau M",,104365,DTCT0025094,1398096,DTCC00273055,723954,16392
CHEMBL102798,P08253,,MAOGHLYYLNCNCI-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11543675,IC50,=,0.7,NM,,,,,,,,,,,,,,In vitro inhibition of human matrix metalloprotease-2,,"N-Aryl sulfonyl homocysteine hydroxamate inhibitors of matrix metalloproteinases: further probing of the S(1), S(1)', and S(2)' pockets.",J. Med. Chem.,2001,44,19,"Hanessian S, Moitessier N, Gauchet C, Viau M",,104365,DTCT0025094,1399289,DTCC00273086,2077525,16392
CHEMBL10296,P08253,,AWDSUFIHUSMPAR-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE-2,MMP2,Enzyme,,,11297453,IC50,=,12,NM,,,,,,,,,,,,,,Inhibitory activity against matrix metalloprotease-2 (MMP-2) in quenched fluorescence assay at pH 7.4,,Development of new carboxylic acid-based MMP inhibitors derived from functionalized propargylglycines.,J. Med. Chem.,2001,44,7,"Natchus MG, Bookland RG, Laufersweiler MJ, Pikul S, Almstead NG, De B, Janusz MJ, Hsieh LC, Gu F, Pokross ME, Patel VS, Garver SM, Peng SX, Branch TM, King SL, Baker TR, Foltz DJ, Mieling GE",,104376,DTCT0025094,956231,DTCC00138702,726065,16645
