Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL100100,P22894,,ZRDGYJAMDSHROJ-RPBOFIJWSA-N,0,MATRIX METALLOPROTEINASE 8,MMP8,Enzyme,,,10522712,IC50,=,2,NM,,,,,,,,,,,,,,Inhibition of HNC MMP-8,,The synthesis and biological evaluation of non-peptidic matrix metalloproteinase inhibitors.,Bioorg. Med. Chem. Lett.,1999,9,19,"Martin FM, Beckett RP, Bellamy CL, Courtney PF, Davies SJ, Drummond AH, Dodd R, Pratt LM, Patel SR, Ricketts ML, Todd RS, Tuffnell AR, Ward JW, Whittaker M",,102108,DTCT0024061,1453248,DTCC00264536,982314,3373
CHEMBL100100,P22894,,ZRDGYJAMDSHROJ-RPBOFIJWSA-N,0,MATRIX METALLOPROTEINASE 8,MMP8,Enzyme,,,17275314,IC50,=,2,NM,,,,,,,,,,,,,,Inhibition of MMP8,,Matrix metalloproteinases (MMPs): chemical-biological functions and (Q)SARs.,Bioorg. Med. Chem.,2007,15,6,"Verma RP, Hansch C",,458937,DTCT0024061,2258618,DTCC00264536,972938,24803
CHEMBL100273,P22894,,CVJMAXDBGIRLPL-MNOVXSKESA-N,0,MATRIX METALLOPROTEINASE 8,MMP8,Enzyme,,,10522712,IC50,=,4000,NM,,,,,,,,,,,,,,Inhibition of HNC MMP-8,,The synthesis and biological evaluation of non-peptidic matrix metalloproteinase inhibitors.,Bioorg. Med. Chem. Lett.,1999,9,19,"Martin FM, Beckett RP, Bellamy CL, Courtney PF, Davies SJ, Drummond AH, Dodd R, Pratt LM, Patel SR, Ricketts ML, Todd RS, Tuffnell AR, Ward JW, Whittaker M",,102108,DTCT0024061,1478678,DTCC00264430,885728,3373
CHEMBL100273,P22894,,CVJMAXDBGIRLPL-MNOVXSKESA-N,0,MATRIX METALLOPROTEINASE 8,MMP8,Enzyme,,,17275314,IC50,=,3981.07,NM,,,,,,,,,,,,,,Inhibition of MMP8,,Matrix metalloproteinases (MMPs): chemical-biological functions and (Q)SARs.,Bioorg. Med. Chem.,2007,15,6,"Verma RP, Hansch C",,458937,DTCT0024061,2258622,DTCC00264430,876665,24803
CHEMBL100678,P22894,"INDAN-2,2-DICARBOXYLIC ACID BENZYLAMIDE HYDROXYAMIDE",XIJAGSWGJPJOMZ-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 8,MMP8,Enzyme,,,9685244,KI,=,1500,NM,,,,,,,,,,,,,,Inhibition of human neutrophil collagenase (Matrix metalloprotease-8),,Bis-substituted malonic acid hydroxamate derivatives as inhibitors of human neutrophil collagenase (MMP8).,J. Med. Chem.,1998,41,16,"Graf von Roedern E, Brandstetter H, Engh RA, Bode W, Grams F, Moroder L",,105077,DTCT0024061,1693517,DTCC01742030,356906,14753
CHEMBL102373,P22894,,QCOAXSJLEXJOSH-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 8,MMP8,Enzyme,,,9685244,KI,=,1100,NM,,,,,,,,,,,,,,Inhibition of human neutrophil collagenase (Matrix metalloprotease-8),,Bis-substituted malonic acid hydroxamate derivatives as inhibitors of human neutrophil collagenase (MMP8).,J. Med. Chem.,1998,41,16,"Graf von Roedern E, Brandstetter H, Engh RA, Bode W, Grams F, Moroder L",,105077,DTCT0024061,1708849,DTCC00271794,1164117,14753
CHEMBL102873,P22894,,AZWBRVJQJIHTAP-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 8,MMP8,Enzyme,,,9685244,KI,=,9600,NM,,,,,,,,,,,,,,Inhibition of human neutrophil collagenase (Matrix metalloprotease-8),,Bis-substituted malonic acid hydroxamate derivatives as inhibitors of human neutrophil collagenase (MMP8).,J. Med. Chem.,1998,41,16,"Graf von Roedern E, Brandstetter H, Engh RA, Bode W, Grams F, Moroder L",,105077,DTCT0024061,1697210,DTCC00271948,453198,14753
CHEMBL103129,P22894,,NIDVHWYOCOCSER-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 8,MMP8,Enzyme,,,9685244,KI,=,45000,NM,,,,,,,,,,,,,,Inhibition of human neutrophil collagenase (Matrix metalloprotease-8),,Bis-substituted malonic acid hydroxamate derivatives as inhibitors of human neutrophil collagenase (MMP8).,J. Med. Chem.,1998,41,16,"Graf von Roedern E, Brandstetter H, Engh RA, Bode W, Grams F, Moroder L",,105077,DTCT0024061,1703547,DTCC00271772,193822,14753
CHEMBL103200,P22894,,NZVNWWNLDSMXQI-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 8,MMP8,Enzyme,,,9685244,KI,=,41000,NM,,,,,,,,,,,,,,Inhibition of human neutrophil collagenase (Matrix metalloprotease-8),,Bis-substituted malonic acid hydroxamate derivatives as inhibitors of human neutrophil collagenase (MMP8).,J. Med. Chem.,1998,41,16,"Graf von Roedern E, Brandstetter H, Engh RA, Bode W, Grams F, Moroder L",,105077,DTCT0024061,1712918,DTCC00271856,258427,14753
CHEMBL103480,P22894,,TYYXEMCROUHDEJ-UHFFFAOYSA-N,0,MATRIX METALLOPROTEINASE 8,MMP8,Enzyme,,,9685244,KI,=,380,NM,,,,,,,,,,,,,,Inhibition of human neutrophil collagenase (Matrix metalloprotease-8),,Bis-substituted malonic acid hydroxamate derivatives as inhibitors of human neutrophil collagenase (MMP8).,J. Med. Chem.,1998,41,16,"Graf von Roedern E, Brandstetter H, Engh RA, Bode W, Grams F, Moroder L",,105077,DTCT0024061,1692291,DTCC00271774,1839147,14753
